"as_of_date","borrower_contract_reference_number","borrower_country","borrower_country_code","contract_description","contract_signing_date","fiscal_year","major_sector","procurement_category","procurement_method","procurement_type","product_line","project_id","project_name","region","supplier","supplier_contract_amount_usd","supplier_country","supplier_country_code","wb_contract_number"
"2018-04-10T00:00:00.000","ETP/COMP3.4-1","Ghana","GH","Design, supply, implementation, training and support for int","2016-08-08T00:00:00.000","2017","Info & Communication","CONSULTANT SERVICES","Quality And Cost-Based Selection","Hardware/Software Services","IBRD/IDA","P144140","GH eTransform Ghana","AFRICA","SCYTL SECURE ELECTRONIC VOTING S.A.","4653978.26","Spain","ES","1548203"
"2018-04-10T00:00:00.000","NÃÂ° 013/IDA/MINIPLAN/INS/PDS/C","Congo, Democrat","ZR","CONTRAT DE FOURNITURE DES VEHICULES POUR LE PROJET PDS : LOT","2016-09-16T00:00:00.000","2017","Public Admin","GOODS","National Competitive Bidding","Equipment, Transportation","IBRD/IDA","P150148","DRC - Statistics Development Project","AFRICA","CFAO MOTORS RDC","145440.00","Congo, Democrat","ZR","1543222"
"2018-04-10T00:00:00.000","PROMINES NO. 05-09/2016","Congo, Democrat","ZR","FOURNITURE ET FORMATION DE REMISE A NIVEAU DU LOGICIEL TOMPR","2016-09-15T00:00:00.000","2017","Energy & Extractives","NON-CONSULTING SERVICES","Direct Selection","Training Services","IBRD/IDA","P106982","DRC-Growth w/ Gov in Mineral Sector","AFRICA","TOMATE","45494.46","France","FR","1551948"
"2018-04-10T00:00:00.000","KRB/722/2015-2016","Kenya","KE","Consultancy Services to undertake Road Inventory and Conditi","2016-08-01T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Sector Studies","IBRD/IDA","P124109","KE:Transport Sector Support Project","AFRICA","INTERCONTINENTAL CONSULTANTS AND TECHN","2841969.00","India","IN","1542358"
"2018-04-10T00:00:00.000","NO. 86/PROFIT/COREF/CN/PM/11/201","Congo, Democrat","ZR","CONSULTANT (CABINET) POUR L'APPUI A LA MISE EN Ã UVRE DE L'","2016-11-21T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Consultant Qualification  Selection","Audit Services","IBRD/IDA","P145747","DRC: Strengthening PFMA","AFRICA","PANAUDIT BURKINA","348000.00","Congo, Democrat","ZR","1546451"
"2018-04-10T00:00:00.000","041/MITP/CI/PRO-ROUTES/2016","Congo, Democrat","ZR","Contrat de contractuel pour les prÃ©stations de services au","2016-07-01T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Project Management","IBRD/IDA","P101745","High Priority Reopening & Maintenance","AFRICA","CHAIBOU MAMANE","364260.00","Congo, Democrat","ZR","1543147"
"2018-04-10T00:00:00.000","KRB/720/2015-2016","Kenya","KE","Consultancy Services to undertake Road Inventory and Conditi","2016-08-01T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Sector Studies","IBRD/IDA","P124109","KE:Transport Sector Support Project","AFRICA","SMEC INTERNATIONAL PTY LTD","2193444.71","Australia","AU","1542363"
"2018-04-10T00:00:00.000","2016-06-ED-SWEDD","Western Africa","3W","ACQUISITION DE LOGICIELS DE GESTION COMPTABLE TOM2PRO, TOM2M","2016-11-28T00:00:00.000","2017","Health","GOODS","Direct Selection","Equipment Information Technology","IBRD/IDA","P150080","Sahel Women's Emp. & Demographics Proj","AFRICA","TOMATE","47258.33","France","FR","1545766"
"2018-04-10T00:00:00.000","KRB/721/2015-2016","Kenya","KE","Consultancy Services to undertake Road Inventory and Conditi","2016-08-01T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Sector Studies","IBRD/IDA","P124109","KE:Transport Sector Support Project","AFRICA","SMEC INTERNATIONAL PTY LTD","2121428.76","Australia","AU","1542365"
"2018-04-10T00:00:00.000","#","Western Africa","3W","Signature d'une Convention avec la CAMEG pour l'approvisionn","2016-12-27T00:00:00.000","2017","Health","GOODS","Direct Selection","Equipment, Medical","IBRD/IDA","P149526","Sahel Malaria and NTDs Project","AFRICA","CAMEG","11403511.10","Burkina Faso","BF","1544741"
"2018-04-10T00:00:00.000","NO. 087/MITP/CI/PRO-ROUTES/2016","Congo, Democrat","ZR","CONTRAT DE CONTRACTUEL DE PRESTATION DE SERVICES AU POSTE DE","2016-08-29T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Project Management","IBRD/IDA","P101745","High Priority Reopening & Maintenance","AFRICA","THEOPHILE NTELA LUNGUMBA","159500.00","Congo, Democrat","ZR","1542730"
"2018-04-10T00:00:00.000","F-14/BCPE-PEJEDEC/2016","Cote d'Ivoire","CI","Acquisition de carburant pour le BCP-EMPLOI et les agences d","2016-08-24T00:00:00.000","2017","Education","GOODS","Direct Selection","Miscellaneous","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","TOTAL COTE D'IVOIRE","83801.00","Cote d'Ivoire","CI","1543212"
"2018-04-10T00:00:00.000","MOALF/SDL/RPLRP/12/2015-16","Africa","3A","Supply of livestock vaccines - Peste de Petits Ruminants (PP","2016-09-07T00:00:00.000","2017","Agriculture","GOODS","International Competitive Bidding","Agricultural Inputs","IBRD/IDA","P129408","Regional Pastoral Livelihoods Resilience","AFRICA","SUMMIT PHARMACEUTICALS LIMITED","695609.40","Kenya","KE","1543700"
"2018-04-10T00:00:00.000","MOALF/SDL/RPLRP/12/2015-16","Africa","3A","Supply of livestock vaccines (foot and mouth vaccines) - 500","2016-09-07T00:00:00.000","2017","Agriculture","GOODS","International Competitive Bidding","Agricultural Inputs","IBRD/IDA","P129408","Regional Pastoral Livelihoods Resilience","AFRICA","SUKEN INTERNATIONAL LIMITED","705476.20","Kenya","KE","1543719"
"2018-04-10T00:00:00.000","MOALF/SDL/RPLRP/12/2015-16","Africa","3A","Supply of livestock vaccines - Contagious Bovine Pleuropneum","2016-09-07T00:00:00.000","2017","Agriculture","GOODS","International Competitive Bidding","Agricultural Inputs","IBRD/IDA","P129408","Regional Pastoral Livelihoods Resilience","AFRICA","MEGASCOPE LABORATORIES LIMITED","374938.40","Kenya","KE","1543721"
"2018-04-10T00:00:00.000","MOALF/SDL/RPLRP/15/2015-16","Africa","3A","Supply of motor vehicles and motor cycles; Toyota Land cruis","2016-09-22T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Transportation","IBRD/IDA","P129408","Regional Pastoral Livelihoods Resilience","AFRICA","TOYOTA KENYA LIMITED","1491506.23","Kenya","KE","1543364"
"2018-04-10T00:00:00.000","MOALF/SDL/RPLRP/15/2015-16 (LOT","Africa","3A","Supply motor vehicles and motorcycles - Toyota Land Cruiser","2016-09-22T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Transportation","IBRD/IDA","P129408","Regional Pastoral Livelihoods Resilience","AFRICA","TOYOTA KENYA LIMITED","1236168.84","Kenya","KE","1543368"
"2018-04-10T00:00:00.000","IDA 5132 - NE","Niger","NE","Avenant N1 au marche N 001/2015/W/Credit IDA 5132-NE pour la","2016-11-30T00:00:00.000","2017","Energy & Extractives","CIVIL WORKS","National Competitive Bidding","Works, Maintenance and Rehabilitation","IBRD/IDA","P127204","Competitiveness & Growth Support","AFRICA","ENTREPRISE ISSOUFOU SALIFOU","79314.99","Niger","NE","1545216"
"2018-04-10T00:00:00.000","IDA 5132 - NE","Niger","NE","Avenant N1 au marche N 001/2015/W/Credit IDA 5132-NE pour la","2016-11-30T00:00:00.000","2017","Energy & Extractives","CIVIL WORKS","National Competitive Bidding","Works, Maintenance and Rehabilitation","IBRD/IDA","P127204","Competitiveness & Growth Support","AFRICA","ENTREPRISE ISSOUFOU SALIFOU","79314.99","Niger","NE","1545217"
"2018-04-10T00:00:00.000","IDA 5132 - NE","Niger","NE","Avenant N1 au marche N 002/2015/W/Credit IDA 5132-NE pour la","2016-11-30T00:00:00.000","2017","Energy & Extractives","CIVIL WORKS","National Competitive Bidding","Works, Maintenance and Rehabilitation","IBRD/IDA","P127204","Competitiveness & Growth Support","AFRICA","ENTREPRISE TECHNIBAT","72676.68","Niger","NE","1545218"
"2018-04-10T00:00:00.000","NR-30-TRAVAUX-PGRC DU","Niger","NE","Realisation de 40 postes eau autonome dans la region de Diff","2016-08-23T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","Shopping","Works, Building","IBRD/IDA","P145268","Niger DRM and Urban Development Project","AFRICA","ENTREPRISE CITEC SA","2345866.04","Niger","NE","1543537"
"2018-04-10T00:00:00.000","#","Madagascar","MG","IMPLEMENTATION OF SCHOOL CANTEENS 2016-2017","2016-12-27T00:00:00.000","2017","Education","NON-CONSULTING SERVICES","Direct Selection","Other Operational Services","Recipient Executed A","P132616","MG-Emergency Support to Education for Al","AFRICA","UNITED NATIONS WORLD FOOD PROGRAMME (WFP)","2295000.00","World","1W","1545239"
"2018-04-10T00:00:00.000","#","Mozambique","MZ","Acquisition  9 vehicles Toyota Land Cruiser 4WD Double Cab","2016-06-24T00:00:00.000","2017","Agriculture","GOODS","Direct Selection","Equipment, Transportation","IBRD/IDA","P131965","MZ CA Development Project (TFCA III) GEF","AFRICA","UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS)","443173.08","World","1W","1542860"
"2018-04-10T00:00:00.000","#","Mozambique","MZ","Acquisition  of 3 vehicles Toyota Land Cruiser 4WD Single Ca","2016-06-24T00:00:00.000","2017","Agriculture","GOODS","Direct Selection","Equipment, Transportation","IBRD/IDA","P131965","MZ CA Development Project (TFCA III) GEF","AFRICA","UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS)","149314.46","World","1W","1542869"
"2018-04-10T00:00:00.000","#","Mozambique","MZ","Acquision of 7 vehicles Toyota Hilux 4WD Double Cab","2016-06-24T00:00:00.000","2017","Agriculture","GOODS","Direct Selection","Equipment, Transportation","IBRD/IDA","P131965","MZ CA Development Project (TFCA III) GEF","AFRICA","UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS)","173528.21","World","1W","1542870"
"2018-04-10T00:00:00.000","03/FA-PURISU/A1/16","Central African","CF","REVISION DE L'ETUDE DES APD D'ALIMENTATION EN EAU POTABLE DE","2016-07-31T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Single Source Selection","Management /Technical Advice","IBRD/IDA","P104595","CF-Emergency Urban Infrastruct ERL (F07)","AFRICA","DEVELOPMENT CONSULTING & ENGENIEERINGG","28205.27","Senegal","SN","1544157"
"2018-04-10T00:00:00.000","CONTRAT N. 057/PROCEJ/2016","Mali","ML","Contrat du Specialiste en Suvi-Evaluation pour le compte de","2016-08-02T00:00:00.000","2017","Education","CONSULTANT SERVICES","Quality And Cost-Based Selection","Education Services","IBRD/IDA","P145861","Skills Development and Youth Employment","AFRICA","BADO SISSOKO","18721.33","Mali","ML","1544118"
"2018-04-10T00:00:00.000","#","Congo, Democrat","ZR","SUPPLIES AND PROVISION OF RELATED SERVICES INDER DRC YELLOW","2016-08-05T00:00:00.000","2017","(H)Health & social","GOODS","Direct Selection","Pharmaceuticals, Medical Products","IBRD/IDA","P147555","DRC -Health System Strengthening Project","AFRICA","UNITED NATIONS CHILDREN'S FUND (UNICEF)","3000000.00","World","1W","1542099"
"2018-04-10T00:00:00.000","04/DC/IDA/PUAEB/1016","Cote d'Ivoire","CI","APPUI A LA FINALISATION DU REFERENTIEL DES COMPETENCES DU MA","2016-08-26T00:00:00.000","2017","Education","CONSULTANT SERVICES","Single Source Selection","Education Services","Recipient Executed A","P119328","CI - Emerg.Basic Edu Supp Proj (BESP)","AFRICA","CENTRE INTERNATIONAL D'ETUDES PEDAGOGIEQUES (CIEP)","81985.06","France","FR","1543278"
"2018-04-10T00:00:00.000","IDA 5132-NE","Niger","NE","Travaux de rÃ©habilitation et d'extension de l'Abattoir Frig","2016-08-02T00:00:00.000","2017","Public Admin","CIVIL WORKS","National Competitive Bidding","Works, Maintenance and Rehabilitation","IBRD/IDA","P127204","Competitiveness & Growth Support","AFRICA","ENTREPRISE SATU - SA","649502.02","Niger","NE","1542759"
"2018-04-10T00:00:00.000","IBRD-FINANCED","Somalia","SO","Consultancy Services for EAFS FM Specialist","2016-08-10T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Consultant Qualification  Selection","Project Management","Recipient Executed A","P154875","Somalia Recurrent Cost","AFRICA","ABDILLAHI M.SAAD","79140.00","Somalia","SO","1542218"
"2018-04-10T00:00:00.000","035/C/MEFDDE-CAB/PFDE/16","Congo, Republic","CG","CONTRAT DE L'EXPERT INTERNATIONAL EN SUIVI-EVALUATION AVEC U","2016-08-03T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Consultant Qualification  Selection","Project Management","IBRD/IDA","P124085","Congo: Forest and Economic Diversificati","AFRICA","DA ASSIM SERGE","147000.00","Burkina Faso","BF","1543517"
"2018-04-10T00:00:00.000","NO. 107/MITP/CI/PRO-ROUTES/2016","Congo, Democrat","ZR","TRAVAUX D'AMENAGEMENT DE LA ROUTE EN TERRE RN2, BUKAVU-GOMA","2016-10-11T00:00:00.000","2017","Transportation","CIVIL WORKS","International Competitive Bidding","Works, Maintenance and Rehabilitation","IBRD/IDA","P101745","High Priority Reopening & Maintenance","AFRICA","ZHENGWEI TECHNIQUE COOPERATION SARL","8534254.93","Congo, Democrat","ZR","1543732"
"2018-04-10T00:00:00.000","003/CGP/NELACEP/2016","Niger","NE","MAITRISE D'OEUVRE DE LA COMPOSANTE 1 ""EXTENSION ET RENFORCEM","2016-11-18T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Construction Supervision","IBRD/IDA","P153743","Electricity Access Expansion Project","AFRICA","AIEC - AFRIQUE INGENIEURIE ET EXPERTS","1902791.77","Togo","TG","1544078"
"2018-04-10T00:00:00.000","036/C/MEFDDE-CAB/PFDE/16","Congo, Republic","CG","CONTRAT DU SPECIALISTE EN PASSATION DE MARCHES FULBERT MOROS","2016-08-08T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Single Source Selection","Procurement Technical Assistance","IBRD/IDA","P124085","Congo: Forest and Economic Diversificati","AFRICA","FULBERT MOROSSA","25338.15","Congo, Republic","CG","1543282"
"2018-04-10T00:00:00.000","#","Madagascar","MG","SERVICE DE CONSULTANT CHARGE DE LA MISE EN CONFORMITE DU REP","2016-08-10T00:00:00.000","2017","Financial Sector","CONSULTANT SERVICES","Single Source Selection","Financial Services","Recipient Executed A","P109607","MG-ACGF Financial Services (FY08)","AFRICA","ORCHID SYSTEMS","62808.01","Madagascar","MG","1543247"
"2018-04-10T00:00:00.000","IBRD-FINANCED","Somalia","SO","EAFS Senior Financial Expert Adviser","2016-08-10T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Consultant Qualification  Selection","Project Management","Recipient Executed A","P154875","Somalia Recurrent Cost","AFRICA","SALEIMAN S. UMAR","161724.00","Somalia","SO","1542210"
"2018-04-10T00:00:00.000","IBRD-FINANCED","Somalia","SO","Head of EAFS FM Unit-FGS","2016-08-10T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Consultant Qualification  Selection","Project Management","Recipient Executed A","P154875","Somalia Recurrent Cost","AFRICA","ABDINASIR A. AHMED","188334.00","Somalia","SO","1542216"
"2018-04-10T00:00:00.000","IBRD FINANCED","Somalia","SO","EAFS FM Specialist FGS","2016-08-10T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Consultant Qualification  Selection","Project Management","Recipient Executed A","P154875","Somalia Recurrent Cost","AFRICA","ZEINAB DUXULOW","88620.00","Somalia","SO","1542219"
"2018-04-10T00:00:00.000","IBRD FINANCED","Somalia","SO","EAFS FM Specialist","2016-08-10T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Consultant Qualification  Selection","Project Management","Recipient Executed A","P154875","Somalia Recurrent Cost","AFRICA","AMAAL M. ABDULLAHI","87060.00","Somalia","SO","1542223"
"2018-04-10T00:00:00.000","ME/005/RCIP/2015/2016/G/19","Africa","3A","System Design, Development, Configuration, Supply, Installat","2016-09-14T00:00:00.000","2017","Info & Communication","GOODS","International Competitive Bidding","Equipment Information Technology","IBRD/IDA","P111432","RCIP - Phase 3","AFRICA","MFI DOCUMENT SOLUTIONS LIMITED","1352280.00","Tanzania","TZ","1543235"
"2018-04-10T00:00:00.000","NR/007/2016/PCDS","Niger","NE","Recrutement un cabinet pour un appui operationnalisation de","2016-11-24T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Management /Technical Advice","IBRD/IDA","P145261","NE-Capacity for Service Delivery","AFRICA","IDEA INTERNATIONAL","2155906.05","Canada","CA","1545464"
"2018-04-10T00:00:00.000","ME/005/RCIP/2015/2016/NC/01/1","Africa","3A","Contract Agreement for Production of Content for Airing of I","2016-10-01T00:00:00.000","2017","Info & Communication","NON-CONSULTING SERVICES","National Competitive Bidding","Training Services","IBRD/IDA","P111432","RCIP - Phase 3","AFRICA","TRUE VISION PRODUCTION (T) LIMITED","294030.29","Tanzania","TZ","1543229"
"2018-04-10T00:00:00.000","29/16/PM/ONN/UPNNC/PAUSENS-NUTRI","Madagascar","MG","AUDIT ANNUEL DES COMPTES DES ETATS FINANCIERS DE L'ONN DES E","2016-08-12T00:00:00.000","2017","(H)Health & social","CONSULTANT SERVICES","Consultant Qualification  Selection","Audit Services","IBRD/IDA","P131945","MG-Emerg Supp to Critical Ed, Health, Nu","AFRICA","AUDIT CONSEIL ET SERVICE","41546.07","Madagascar","MG","1543075"
"2018-04-10T00:00:00.000","NO. 29/16/PM/ONN/UPNNC/PAUSENS-N","Madagascar","MG","Audit annuel des comptes des Ã©tats financiers de l'ONN des","2016-08-12T00:00:00.000","2017","(H)Health & social","CONSULTANT SERVICES","Least Cost Selection","Audit Services","IBRD/IDA","P131945","MG-Emerg Supp to Critical Ed, Health, Nu","AFRICA","AUDIT CONSEIL ET SERVICE","41546.07","Madagascar","MG","1542700"
"2018-04-10T00:00:00.000","NO. 00830/DGMP/DSP 2016","Mali","ML","Etudes architecturales et suivi des travaux pour la construc","2016-10-14T00:00:00.000","2017","Education","CONSULTANT SERVICES","Quality And Cost-Based Selection","Construction Supervision","IBRD/IDA","P151318","Higher Education Support Project","AFRICA","CABINET AUDIT EXPERTISE COMPTABLE AE2C","30031.01","Mali","ML","1546881"
"2018-04-10T00:00:00.000","NO.012/PASAG/CEPTM-UPK/C/LDWM/PM","Congo, Democrat","ZR","PROJET DÃÂ¢  AMELIORATION DE LA CAPACITE DE LA RDC A GERER,","2016-08-19T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Environmental Studies","IBRD/IDA","P153085","DRC-Goma Airport Project","AFRICA","OBSERVATOIRE VOLCANIQUE DE GOMA","1440000.00","Congo, Democrat","ZR","1544310"
"2018-04-10T00:00:00.000","N.012/PASAG/CEPTM-UPK/C/LDWM/PM/","Congo, Democrat","ZR","PROJET D AMELIORATION DE LA CAPACITE DE LA REPUBLIQUE DEMOCR","2016-08-19T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Environmental Studies","IBRD/IDA","P153085","DRC-Goma Airport Project","AFRICA","OBSERVATOIRE VOLCANIQUE DE GOMA","1440000.00","Congo, Democrat","ZR","1546678"
"2018-04-10T00:00:00.000","27/2015","Cote d'Ivoire","CI","Impression confection de kit de formation","2016-02-01T00:00:00.000","2017","Education","NON-CONSULTING SERVICES","National Competitive Bidding","Administrative Services","Recipient Executed A","P119328","CI - Emerg.Basic Edu Supp Proj (BESP)","AFRICA","LA BOUSSOLE SARL","58786.31","Cote d'Ivoire","CI","1552209"
